customer_id,customer_name,region,customer_segment,frequency,monetary,last_order_date,recency_days,rfm_segment
CUST-1263,Barbara Anderson,Midwest,Corporate,3,435.97,2025-11-01,60,Loyal Customers
CUST-1264,Betty Johnson,West,Small Business,10,1568.363,2025-11-10,51,Champions
CUST-1265,Jennifer Smith,Unknown,Consumer,7,806.3555,2025-12-07,24,Loyal Customers
CUST-1266,John Davis,East,Small Business,6,601.438,2025-11-02,59,Loyal Customers
CUST-1267,Karen Jones,East,Consumer,3,968.962,2025-12-27,4,Loyal Customers
CUST-1268,Robert Taylor,Unknown,Consumer,6,1064.018,2025-07-09,175,At-Risk
CUST-1269,James Garcia,Midwest,Corporate,7,1285.587,2025-11-10,51,Loyal Customers
CUST-1270,Daniel Anderson,East,Corporate,6,963.3755,2025-12-07,24,Loyal Customers
CUST-1271,Patricia Jones,South,Corporate,5,736.2895,2025-09-07,115,Loyal Customers
CUST-1272,Betty Hernandez,North,Small Business,1,99.99,2025-10-12,80,Potential Loyalists
CUST-1273,Donald Martinez,Unknown,Corporate,5,542.39,2025-11-12,49,Loyal Customers
CUST-1274,Linda Brown,South,Consumer,6,2474.2665,2025-08-07,146,At-Risk
CUST-1275,Sarah Jackson,South,Consumer,3,490.9565,2025-11-23,38,Loyal Customers
CUST-1276,Elizabeth Gonzalez,West,Corporate,3,369.9455,2025-10-25,67,Loyal Customers
CUST-1277,Anthony Jackson,Unknown,Corporate,4,240.6845,2025-10-23,69,Loyal Customers
CUST-1278,Nancy Taylor,Unknown,Consumer,5,327.99,2025-10-04,88,Loyal Customers
CUST-1279,Susan Taylor,North,Consumer,5,783.867,2025-04-07,268,At-Risk
CUST-1280,Jennifer Garcia,South,Small Business,3,242.981,2025-02-04,330,At-Risk
CUST-1281,Margaret Williams,Midwest,Consumer,8,2576.339,2025-12-20,11,Champions
CUST-1282,Elizabeth Martin,Unknown,Small Business,5,541.9159999999999,2025-01-06,359,At-Risk
CUST-1283,Robert Garcia,Midwest,Small Business,13,3749.6755,2025-11-28,33,Champions
CUST-1284,Anthony Smith,Midwest,Small Business,6,4760.0805,2025-08-06,147,At-Risk
CUST-1285,Matthew Jackson,North,Small Business,6,1091.3899999999999,2025-11-22,39,Loyal Customers
CUST-1286,Elizabeth Martinez,West,Corporate,9,694.296,2025-12-01,30,Loyal Customers
CUST-1287,Daniel Johnson,West,Consumer,2,165.982,2025-10-16,76,Potential Loyalists
CUST-1288,Karen Jones,East,Corporate,8,1370.904,2025-10-08,84,Loyal Customers
CUST-1289,Robert Lopez,East,Corporate,10,1282.3775,2025-11-01,60,Loyal Customers
CUST-1290,William Anderson,North,Corporate,6,1175.1295,2025-10-14,78,Loyal Customers
CUST-1291,Susan Davis,East,Small Business,6,1749.844,2025-10-14,78,Loyal Customers
CUST-1292,Michael Garcia,West,Corporate,7,2225.834,2024-11-09,417,At-Risk
CUST-1293,James Williams,West,Consumer,4,638.482,2025-06-08,206,At-Risk
CUST-1294,Barbara Johnson,Midwest,Small Business,5,1303.0915,2025-08-05,148,At-Risk
CUST-1295,Elizabeth Moore,North,Consumer,10,1922.63,2025-12-27,4,Champions
CUST-1296,Lisa Lopez,North,Consumer,1,216.0,2024-06-26,553,Lost Customers
CUST-1297,Sarah Miller,North,Small Business,7,1550.7615,2025-09-21,101,Loyal Customers
CUST-1298,Matthew Moore,Unknown,Consumer,3,835.47,2025-07-11,173,At-Risk
CUST-1299,Patricia Gonzalez,Midwest,Consumer,6,468.5,2025-10-04,88,Loyal Customers
CUST-1300,Karen Taylor,North,Consumer,4,515.961,2025-12-13,18,Loyal Customers
CUST-1301,Betty Thomas,Midwest,Consumer,4,991.4845,2025-06-13,201,At-Risk
CUST-1302,Sandra Martin,Midwest,Corporate,5,1249.743,2025-09-22,100,Loyal Customers
